isin,feature_date,nav,return_1d,return_7d,return_30d,ma_7,ma_30,ma_90,volatility_30,momentum,target_nav_1d,target_nav_30d,target_nav_90d
LU0056508442,2026-06-17,156.62,-0.01515437,0.07273973,0.08230254,152.321429,148.942,,0.34248542,,159.55,134.06,
LU0056508442,2026-06-18,159.55,0.0187077,0.09123863,0.13051796,153.425714,149.759333,,0.33071887,,161.32,138.31,
LU0056508442,2026-06-19,161.32,0.0110937,0.07668691,0.12913838,155.614286,150.466,,0.33095222,,163.23,137.48,
LU0056508442,2026-06-22,163.23,0.01183982,0.04140615,0.09948808,158.045714,151.191667,,0.3310628,,152.95,144.11,
LU0056508442,2026-06-24,152.95,-0.06297862,-0.02343251,0.03024384,158.491429,151.521667,,0.38362627,,152.19,147.0,
LU0056508442,2026-06-25,152.19,-0.00496894,-0.04612974,0.00210707,157.841429,151.738333,,0.3823936,,151.44,143.25,
LU0056508442,2026-06-26,151.44,-0.00492805,-0.06124473,-0.00935435,156.757143,151.980333,,0.38277672,,151.74,144.63,
LU0056508442,2026-06-29,151.74,0.00198098,-0.07039147,-0.02761935,156.06,152.204333,,0.38219984,,159.01,145.32,
LU0056508442,2026-06-30,159.01,0.0479109,-0.02585309,0.01896828,155.982857,152.695333,,0.40545511,,156.6,145.13,
LU0056508442,2026-07-01,156.6,-0.01515628,0.02386401,0.00532837,155.308571,153.091667,,0.4003854,,153.6,148.08,
LU0056508442,2026-07-02,153.6,-0.01915709,0.00926473,-0.04011999,153.932857,153.507333,,0.40515081,,150.7,150.15,
LU0056508442,2026-07-03,150.7,-0.01888021,-0.00488642,-0.05493541,153.611429,153.768333,,0.40265287,,153.47,149.86,
LU0056508442,2026-07-06,153.47,0.01838089,0.01140108,0.02436257,153.794286,153.989667,,0.40482833,,146.36,150.66,
LU0056508442,2026-07-07,146.36,-0.04632827,-0.07955474,-0.02309438,153.068571,153.919667,,0.42283091,,146.38,,
LU0056508442,2026-07-08,146.38,0.00013665,-0.06526181,-0.00381108,152.302857,153.736667,,0.42222649,,151.27,,
LU0109392836,2025-07-08,55.99,,,,,,,,,56.38,,
LU0109392836,2025-07-09,56.38,0.00696553,,,,,,,,55.91,,
LU0109392836,2025-07-10,55.91,-0.00833629,,,,,,,,55.55,,
LU0109392836,2025-07-11,55.55,-0.00643892,,,,,,,,55.63,,
LU0109392836,2025-07-14,55.63,0.00144014,,,,,,,,56.12,,
LU0109392836,2025-07-15,56.12,0.0088082,0.00232184,,,,,,,56.17,,
LU0109392836,2025-07-16,56.17,0.00089095,-0.00372473,,55.964286,,,,,56.79,,
LU0109392836,2025-07-17,56.79,0.01103792,0.01573958,,56.078571,,,,,56.74,,
LU0109392836,2025-07-18,56.74,-0.00088044,0.02142214,,56.13,,,,,56.89,,
LU0109392836,2025-07-21,56.89,0.00264364,0.02264965,,56.27,,,,,56.28,,
LU0109392836,2025-07-22,56.28,-0.01072245,0.00285103,,56.374286,,,,,56.73,,
LU0109392836,2025-07-23,56.73,0.00799574,0.00996973,,56.531429,,,,,57.19,,
LU0109392836,2025-07-24,57.19,0.00810858,0.00704349,,56.684286,,,,,57.41,,
LU0109392836,2025-07-25,57.41,0.00384683,0.01180825,,56.861429,,,,,57.82,,
LU0109392836,2025-07-28,57.82,0.00714161,0.01634734,,57.008571,,,,,57.74,,
LU0109392836,2025-07-29,57.74,-0.0013836,0.02594172,,57.151429,,,,,58.05,,
LU0109392836,2025-07-30,58.05,0.0053689,0.02326811,,57.317143,,,,,57.5,,
LU0109392836,2025-07-31,57.5,-0.00947459,0.00542053,,57.491429,,,,,56.08,,
LU0109392836,2025-08-01,56.08,-0.02469565,-0.0231667,,57.398571,,,,,57.32,,
LU0109392836,2025-08-04,57.32,0.02211127,-0.00864753,,57.417143,,,,,56.72,,
LU0109392836,2025-08-05,56.72,-0.01046755,-0.0176654,,57.318571,,,,,57.68,,
LU0109392836,2025-08-06,57.68,0.01692525,-0.00637382,0.03018396,57.298571,,,,,57.59,,
LU0109392836,2025-08-07,57.59,-0.00156033,0.00156522,0.02146151,57.277143,,,,,57.45,,
LU0109392836,2025-08-08,57.45,-0.00243098,0.02442939,0.02754427,57.191429,,,,,57.1,,
LU0109392836,2025-08-11,57.1,-0.00609225,-0.0038381,0.02790279,57.134286,,,,,57.94,,
LU0109392836,2025-08-12,57.94,0.01471103,0.02150917,0.04152436,57.4,,,,,57.79,,
LU0109392836,2025-08-13,57.79,-0.00258889,0.00190707,0.02975766,57.467143,,,,,57.57,,
LU0109392836,2025-08-14,57.57,-0.00380689,-0.00034728,0.02492434,57.588571,,,,,57.36,,
LU0109392836,2025-08-15,57.36,-0.00364773,-0.00156658,0.01003698,57.542857,,,,,57.63,,
LU0109392836,2025-08-18,57.63,0.00470711,0.00928196,0.01568558,57.548571,56.970667,,,,56.5,,
LU0109392836,2025-08-19,56.5,-0.01960784,-0.0248533,-0.00685533,57.412857,56.987667,,0.00999096,,56.17,,
LU0109392836,2025-08-20,56.17,-0.00584071,-0.02803253,-0.00195451,57.28,56.980667,,0.00997284,,55.97,,
LU0109392836,2025-08-21,55.97,-0.00356062,-0.02779225,-0.01339679,56.998571,56.982667,,0.00987736,,56.84,,
LU0109392836,2025-08-22,56.84,0.01554404,-0.00906555,-0.00611995,56.862857,57.025667,,0.01017709,,56.77,,
LU0109392836,2025-08-25,56.77,-0.00123153,-0.01492278,-0.01114788,56.748571,57.063667,,0.01018294,,57.24,,
LU0109392836,2025-08-26,57.24,0.00827902,0.01309735,-0.01003113,56.731429,57.101,,0.01016938,,57.71,,
LU0109392836,2025-08-27,57.71,0.00821104,0.02741677,-0.00051957,56.742857,57.152333,,0.01025821,,58.68,,
LU0109392836,2025-08-28,58.68,0.01680818,0.0484188,0.01085271,57.054286,57.215333,,0.01049679,,57.69,,
LU0109392836,2025-08-29,57.69,-0.01687117,0.01495426,0.00330435,57.271429,57.247,,0.01098104,,57.19,,
LU0109392836,2025-09-02,57.19,-0.00866701,0.00739827,0.01979315,57.445714,57.257,,0.01109842,,57.49,,
LU0109392836,2025-09-03,57.49,0.00524567,0.00436758,0.00296581,57.538571,57.297333,,0.01094186,,57.91,,
LU0109392836,2025-09-04,57.91,0.00730562,0.0034656,0.02098025,57.701429,57.336667,,0.01092736,,58.6,,
LU0109392836,2025-09-05,58.6,0.01191504,-0.00136333,0.01595007,57.895714,57.383667,,0.01103369,,59.16,,
LU0109392836,2025-09-08,59.16,0.00955631,0.02548102,0.02726168,58.102857,57.442,,0.01113214,,59.31,,
LU0109392836,2025-09-09,59.31,0.0025355,0.03706942,0.03237598,58.192857,57.491667,,0.01107889,,59.86,,
LU0109392836,2025-09-10,59.86,0.00927331,0.04122456,0.04833625,58.502857,57.562333,,0.01117013,,60.07,,
LU0109392836,2025-09-11,60.07,0.00350819,0.03729926,0.03676217,58.914286,57.629667,,0.01115232,,59.8,,
LU0109392836,2025-09-12,59.8,-0.00449476,0.02047782,0.0347811,59.244286,57.706333,,0.01102853,,60.6,,
LU0109392836,2025-09-15,60.6,0.01337793,0.02434077,0.05263158,59.628571,57.857,,0.01010837,,60.42,,
LU0109392836,2025-09-16,60.42,-0.0029703,0.01871523,0.05334728,59.888571,57.960333,,0.00948097,,60.13,,
LU0109392836,2025-09-17,60.13,-0.00479974,0.00451052,0.04338018,60.027143,58.074,,0.00928912,,61.21,,
LU0109392836,2025-09-18,61.21,0.01796108,0.01897786,0.08336283,60.298571,58.191667,,0.00934631,,61.66,,
LU0109392836,2025-09-19,61.66,0.00735174,0.03110368,0.09773901,60.555714,58.327333,,0.00936922,,62.16,,
LU0109392836,2025-09-22,62.16,0.00810898,0.02574257,0.11059496,60.854286,58.484333,,0.00938198,,61.47,,
LU0109392836,2025-09-23,61.47,-0.01110039,0.01737835,0.08145672,61.092857,58.63,,0.00957897,,61.02,,
LU0109392836,2025-09-24,61.02,-0.00732064,0.01480126,0.07486348,61.152857,58.732667,,0.00945898,,60.65,,
LU0109392836,2025-09-25,60.65,-0.00606359,-0.00914883,0.05957372,61.185714,58.828,,0.00953266,,60.69,,
LU0109392836,2025-09-26,60.69,0.00065952,-0.01573143,0.0516375,61.265714,58.932,,0.0094809,,60.95,,
LU0109392836,2025-09-29,60.95,0.00428407,-0.01946589,0.03868439,61.228571,59.051667,,0.00943563,,61.09,,
LU0109392836,2025-09-30,61.09,0.00229696,-0.00618188,0.05893569,61.147143,59.167,,0.00942308,,61.52,,
LU0109392836,2025-10-01,61.52,0.0070388,0.00819403,0.07571254,61.055714,59.334333,,0.00856193,,61.89,,
LU0109392836,2025-10-02,61.89,0.0060143,0.02044518,0.07653505,61.115714,59.525,,0.00842286,,61.7,,
LU0109392836,2025-10-03,61.7,-0.00306996,0.01664195,0.06544638,61.212857,59.716,,0.00841004,,62.38,,
LU0109392836,2025-10-06,62.38,0.01102107,0.02346185,0.06450512,61.46,59.900667,,0.00822757,,61.62,,
